title,details,type,type_id,host,date,time,location,link
Duke Alum in Law School Q&A Panel,"Come join Bench & Bar as we talk to Duke alum currently enrolled at T14 law schools including Stanford, Georgetown, Columbia, and Duke.",Panel/Seminar/Colloquim,5,Bench and Bar Pre-Law Society,"Wed, Feb 22, 2023",7 PM – 8 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2049806
oSTEM - AECOM Professional Development Opportunity,"oSTEM is partnering with AECOM to provide professional development support for students, particularly those interested in learning about life in industry. There will be a panel of professionals speaking on their experienes as individuals from underrepresented groups in industry. There will also be an opportunity to receive feedback on resume formatting. Lunch will be provided.File Attachments:Food Provided",Panel/Seminar/Colloquim,5,oSTEM at Duke University,"Mon, Feb 20, 2023",11 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2008054
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Feb 16, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005618
All-Industry Virtual Career Fair,"Join us on February 16 from 2:00pm - 6:00pm EST to connect virtually with employers across all industries. This all industry virtual fair provides a great opportunity for employers and students to meet and discuss the organization, interests, and any available or upcoming full-time jobs/internships.Please continue to check Handshake for an updated list of employer attendees and their corresponding schedules for 1-on-1 and/or group sessions.",Panel/Seminar/Colloquim,5,Career Center,"Thu, Feb 16, 2023",2 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1989582
Catalyst Lightning Talks (2),Student-led presentations regarding their professional experiences and opportunities in the tech field,Panel/Seminar/Colloquim,5,Catalyst,"Wed, Feb 15, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005634
Catalyst Lightning Talks,Student-led presentations regarding their professional experiences and opportunities in the tech field,Panel/Seminar/Colloquim,5,Catalyst,"Wed, Feb 15, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005631
Duke NPHC Success Series,This an opportunity for students to learn about all the resources Duke has to offer to help us create a successful undergraduate career.,Panel/Seminar/Colloquim,5,National Pan-Hellenic Council,"Wed, Feb 15, 2023",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1997768
Industry Insights: Employer Chats for First Years and Sophomores,"The Industry Insights event is designed to connect first-year and sophomore undergraduates with Duke's employer partners for career exploration purposes. During this virtual event, employer representatives will be hosting short conversation sessions to answer student questions and share insights about career paths, industry standards, and advice on how to prepare for internships and professional positions. Industry Insights will be facilitated as a Handshake event where each organization will have their own virtual room to chat with students. The chats will be held in a one-on-one format and will last approximately 10 minutes for each session. Students are free to choose the employers and session times in which they would like to participate. Chat sessions will be repeated every 10 minutes so students can connect with multiple organizations throughout the event.",Panel/Seminar/Colloquim,5,Career Center,"Wed, Feb 15, 2023",4 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2001127
Duke FORM February GBM,FORM Magazine's February general body meeting,Panel/Seminar/Colloquim,5,FORM Magazine,"Sun, Feb 12, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2017907
Scale and Coin Spring Recruitment Women's Event,Scale and Coin Spring Recruitment Women's Event,Panel/Seminar/Colloquim,5,Scale and Coin,"Sat, Feb 11, 2023",3:30 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1953013
Scale and Coin Spring Recruitment Diversity Panel,Scale and Coin Spring Recruitment Diversity Panel,Panel/Seminar/Colloquim,5,Scale and Coin,"Fri, Feb 10, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1953009
Scale and Coin Recruitment Diversity Panel,Scale and Coin Recruitment Diversity Panel,Panel/Seminar/Colloquim,5,Scale and Coin,"Fri, Feb 10, 2023",6 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2015878
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Feb 9, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2028192
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Feb 9, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1946053
Ph.D. Student Panel,"We will have various Ph.D. students from the immunology department come to talk about their research, life as a student, and general topics in the field of immunology. We hope this will be an informative session for anyone considering entering research or clinical work in this field.",Panel/Seminar/Colloquim,5,Duke University Undergraduate Immunology Club ,"Thu, Feb 9, 2023",5 PM – 6 PM EST (GMT-5),Biological Sciences 111,https://dukegroups.com/events/rsvp?id=1993497
Catalyst Diversity Panel,Opportunity for students to learn more about the importance of diversity in the tech field,Panel/Seminar/Colloquim,5,Catalyst,"Wed, Feb 8, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005630
Duke University Science Olympiad 2023 Invitational,DUSO's 5th annual Science Olympiad Invitational hosting high school teams from the local community and nationally.Food Provided (Likely catered pizza),Panel/Seminar/Colloquim,5,Duke Science Olympiad,"Sun, Feb 5, 2023 7:00 AM –","Mon, Feb 6, 2023 12:00 AM EST (GMT-5)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1893646
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Feb 2, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1946052
DEJN Water Justice Roundtable,We will host an in person roundtable event where we will hear from panelists on water justice. We will provide a dinner to those who RSVP and have a space to ask questions!Food Provided,Panel/Seminar/Colloquim,5,Duke University Environmental Justice Network,"Thu, Feb 2, 2023",5 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1949424
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Jan 26, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1946051
Duke Aviators PPL 101,Weekly seminars introducing members to the fundamentals of aviation and flying.,Panel/Seminar/Colloquim,5,Duke Aviators,"Thu, Jan 19, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1943383
MAPS NSGY/ Neurology Panel,Come hear from professions in NSGY/ Neurology in our first panel of the year.Food Provided (Insomnia Cookies ),Panel/Seminar/Colloquim,5,Minority Association of Pre-Medical Students,"Thu, Jan 19, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1960791
Student Perspectives on Research at Duke,"The Duke Peer Success Leaders are hosting a panel with undergraduate researchers and faculty from the Undergraduate Research Support. We will have student speakers who are currently involved in different types of research, and there will be ample opportunities for Q&A afterwards. If you are curious about getting involved in research at Duke, feel free to come!Food Provided (Sazon)",Panel/Seminar/Colloquim,5,Peer Success Leaders,"Thu, Nov 30, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250602
Karsh Conversations: What's Different for International Students?,"Join this event to hear from Duke University international alumni who successfully navigated employment in the USA. The panelists will share their stories and offer advice to international students searching for opportunities in the USA. After the panel, you'll have time to ask questions and connect with international peers. Come and learn what's different about the job search for international students.Featured alumni:- Yining Liu (PhD '22) - Associate at McKinsey & Company- Manmit Singh (BS '22) - Developer Advocacy Consultant at DeelThis program is open to all undergraduate students, graduate students from the Duke Graduate School, Duke's Pratt School of Engineering (PhD only), Duke Divinity School, Duke School of Medicine Master of Biostatistics and Population Health Sciences programs.",Panel/Seminar/Colloquim,5,Career Center,"Wed, Nov 29, 2023",4 PM – 5:30 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250777
WiSE Career Panel,Come join us in learning from a panel of Duke Alumni from various WiSE fields! Food will be provided after the event to-go. This event is sponsored by Duke Alumni Engagement and Development (https://alumni.duke.edu).Food Provided (Food will be provided after the event to attendees to take to-go),Panel/Seminar/Colloquim,5,Women in Science & Engineering,"Wed, Nov 29, 2023",2:45 PM – 4:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250767
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Nov 28, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234399
MAPS Primary Care Panel,This event will consist of a panel of Primary Care Physicians who will answer some pre-made questions about their life and how they chose PCP for their career. Then the panel will open up to a Q&A from those in attendance.,Panel/Seminar/Colloquim,5,Minority Association of Pre-Medical Students,"Tue, Nov 28, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250115
Virtual Election,Meeting to elect future club leaders,Panel/Seminar/Colloquim,5,Duke Energy Club,"Tue, Nov 28, 2023",8:30 AM – 9:30 AM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250460
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Nov 21, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234398
Rotaract Career Night,"A night of networking and engagement with experienced professionals from a variety of fields. The panel, made up of local Rotarians, will feature professionals in fields ranging from business and consulting to social work to medicine, among others. Quick introductions will be followed by small group discussion, where you will have the opportunity to move around, ask questions, and learn to your heart's content about areas that might interest you.",Panel/Seminar/Colloquim,5,Rotaract Club of Duke University,"Thu, Nov 16, 2023",7 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250170
DNP vs. PhD,Learn what a DNP and PhD degree consists of. Oppurtunity to talk to current DNP and PhD students. Ask them the similarities and differences between the degrees.,Panel/Seminar/Colloquim,5,DUSON Research Club,"Thu, Nov 16, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250289
"NIL: The University, the Marketplace, and the Athlete","Join us for an exciting and informative 3-panel discussion that delves into one of the most groundbreaking developments in collegiate sports – Name, Image, and Likeness (NIL). Explore the transformative landscape of college athletics and hear about its impact from student-athletes, university officials, and the key players in the sports marketplace!",Panel/Seminar/Colloquim,5,Duke Sports Business Conference ,"Thu, Nov 16, 2023",5:30 PM – 8 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250379
Fall MRSx,"Fall minisymposium for Duke Materials Science! Will consist of an oral presentation session and a poster session, with dinner provided in between. See flyer for registration information.",Panel/Seminar/Colloquim,5,Materials Research Society at Duke,"Thu, Nov 16, 2023",5 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250262
"Teaching Matters: It's Not About Us, The Critical Pedagogy of Hip-Hop","Hip-Hop songs tell the story of populations that have been historically left out of colonized education. Join us as we lunch, listen and learn about the songs and issues that have shaped education issues.Food Provided",Panel/Seminar/Colloquim,5,Mary Lou Williams Center for Black Culture,"Wed, Nov 15, 2023",11:30 AM – 1:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250245
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Nov 14, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234397
Karsh Conversations: Navigating Self-Awareness For Career Clarity,"We cordially invite you to join this ""Tell Me More"" Karsh Conversation hosted by the Career Center! To know yourself and the aspects that make up those interest and values contributes heavily to what you want to do professionally. The primary objective of this panel is to empower first-year and sophomore college students with valuable insights on cultivating self-awareness during the early stages of their academic journey. By fostering self-awareness, we aim to equip them with the knowledge to access resources that are necessary to make well-informed, purpose-driven career decisions that align with their passions and aspirations. Accomplished professionals will share their personal experiences and the diverse range of resources they have leveraged to navigate their career paths, shedding light on how these resources aided in solidifying their career objectives. Register in Handshake today!",Panel/Seminar/Colloquim,5,Career Center,"Tue, Nov 14, 2023",6 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250054
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Nov 13, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233979
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Nov 13, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233974
Personal Financial Management: What Every College Graduate Needs to Know,Hosting a seminar led by Duke Professor Vicki Bogan about how students should handle their finances post-college.Food Provided (Farmstead Catering),Panel/Seminar/Colloquim,5,"Kappa Alpha Psi Fraternity, Inc.","Mon, Nov 13, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249988
DSG Town Hall,Join DSG to discuss campus concerns and learn more about how DSG exists to serve you! Food will be provided and participants will be entered into a raffle to take two friends into Group 15 for the Duke vs. Arizona game!,Panel/Seminar/Colloquim,5,Duke Student Government,"Thu, Nov 9, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250243
Medtronic,Event with medtronic,Panel/Seminar/Colloquim,5,Theta Tau,"Thu, Nov 9, 2023",5:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249866
NC Masters and Doctoral Virtual Career Fair,"Graduate and professional students and postdocs in humanities/social sciences and STEM fields are cordially invited to participate in this virtual event put on by six North Carolina institutions (Duke, N.C. State, UNC Chapel Hill, UNC Charlotte, UNC Greensboro, and Wake Forest University). Register in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Thu, Nov 9, 2023",12 PM – 4 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250060
What Nobody Tells You: Offer Letters,"Are you currently in the job market and are looking to begin applying, interviewing, and landing your next opportunity, soon? Each step of the job search is important, but perhaps what needs a more nuanced discussion is what happens when you receive your first job offer! Join the Duke Career Center and Lisa Lawson, JD (T' 89), as we discuss what nobody tells you about the offer letter. Register in Handshake!Lisa Lawson has over twenty-five years of practice in large-stakes employment disputes. She is a co-founding partner of a boutique women-owned law firm, named by SF Business Times as one of the Bay Area's 100 Largest Women-Owned Businesses. With extensive experience in employment litigation, counseling, training, and workplace investigations, she has served on the Executive Committee of the State Bar's Labor and Employment Law Section. Martindale Hubbell Peer Rated AV ""Preeminent"" and Northern California Super Lawyer. Her specialty areas include: All aspects of California and federal employment law, including discrimination law, employee privacy, wage-and-hour issues, and contract disputes. Extensive experience litigating employee mobility issues.",Panel/Seminar/Colloquim,5,Career Center,"Wed, Nov 8, 2023",1 PM – 1 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250052
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Nov 7, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234396
November Values Forum,Seminar discussion to talk about courage,Panel/Seminar/Colloquim,5,Duke Energy Club,"Tue, Nov 7, 2023",7:30 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2248622
Day in the Life at Duke Med,This event will be a collaboration between MAPS and SNMA. It will consist of a panel of students who attend Duke Medical School. The format will be a Q&A to ask questions about what their life looks like on a day-to-day basis.,Panel/Seminar/Colloquim,5,Minority Association of Pre-Medical Students,"Tue, Nov 7, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232857
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Nov 6, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233978
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Nov 6, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233973
Karsh Conversations: UI/UX Design,"Join us for an informal chat with Senior UX/UI Designer Vignesh Gopalan from Capital One. Learn about his experience in the field, differences between user design roles, and insider tips on what skills and experiences helped him prepare. Register in Handshake!┬á┬á┬áVignesh Gopalan received his B.S. undergraduate degree in Computer Science and Visual & Media Studies, and received a certificate in Innovation & Entrepreneurship in 2020. Currently, he's a Senior Associate Designer at Capital One focused on offers and referral experiences. Through his work he regularly engages in interaction & visual design, product strategy, and user research for mobile and web products. Prior to joining Capital One and while a student at Duke, Vignesh interned and did contract work for a range of companies: from early stage startups (AG350, Denim), to a digital agency (Viget), to even a larger enterprise (IBM).",Panel/Seminar/Colloquim,5,Career Center,"Mon, Nov 6, 2023",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250051
Loving OUT Loud: Supporting my LGBTQIA+ Loved Ones,"Join the Center for Sexual and Gender Diversity for Loving OUT Loud, a panel of parents and loved ones of LGBTQIA+ (Lesbian, Gay, Bisexual, Transgender, Queer, Intersex, Asexual, and Questioning) individuals. In this space panelist will share personal stories of their journey in learning about and supporting their family member/s and loved ones who identify with the LGBTQIA+ community. There will be time set aside for questions at the end, and light snacks will be provided.Food Provided (Light snacks provided.)",Panel/Seminar/Colloquim,5,Center for Sexual and Gender Diversity,"Sat, Nov 4, 2023",3 PM – 4:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249928
NC Neurodiversity College Career Summit,"The virtual 2023 NC Neurodiversity College Career Summit connects NC college students pursuing degree-related (paid) internships and full-time opportunities with employers who are seeking to establish or maintain work environments supporting neurodiversity. The event includes both an informational panel session as well as opportunities for students to engage with employers regarding interests and opportunities.Our Focus: Neurodiversity is an inclusive term that emphasizes the abilities of people with ""brain differences"" that are distinct from what is considered ""typical."" As a social justice movement, neurodiversity aims to recognize the strengths and unique challenges of those with autism, ADHD and other neurological differences.",Panel/Seminar/Colloquim,5,Career Center,"Fri, Nov 3, 2023",10 AM – 2 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=2249927
GANO Weekly Meetings,Weekly ESL tutoring sessions for the fall semester.,Panel/Seminar/Colloquim,5,Gente Aprendiendo para Nuevas Oportunidades,"Thu, Nov 2, 2023",6:30 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2176730
Karsh Conversations: Climate Careers,"Karsh Conversations bring together current Duke students and alumni from a variety of industries for small-group dinners at the Karsh Alumni and Visitors Center for dynamic conversations and relationship-building. This series is open to all undergraduate, graduate, and professional school students enrolled at Duke, and students from all areas of study and backgrounds are welcome to attend the November 1 program. In this Conversation, we invite alumni in careers and spaces related to energy, environment, sustainability, and climate change with a wide range of applications. Students will chat with alumni speakers and learn about their paths in climate careers. Presented by Duke Alumni Engagement & Development and the Duke Career Center. Register on CVENT!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Nov 1, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250055
A2i Job Search Series,"Accelerate to Industry (A2i) is an industry workforce readiness program for graduate students and postdoctoral researchers developed by the NC State University Graduate School. The program provides students with knowledge, skills, and abilities that establish long-term professional success through a variety of modules that offer networking opportunities, discussion panels, presentations, workshops, team projects, site visits at local companies, and internships.This fall, A2i is presenting a job search series with the following events:Navigating the International Job Search- with Hal Matthews, Associate Director for Global Careers,Duke Career Center- Friday October 6th, 3:00 PM - 4:00 PM, Divinity SchoolWestbrook 0012WBalancing the Job Search in a Tough Market- with Rachel Coleman, Director for Career Development andEducation, Duke Career Center- Wednesday October 18th, 2:00 PM - 3:00 PM, VirtualBoost Your Bargaining Game: A Negotiation Workshop for PhD Students and Postdocs- in partnership with the Duke Career Center & DukeInnovation & Entrepreneurship- with Shep Moyle, Executive Coach and Adjunct Instructor,Fuqua School of Business- Friday October 25th, 5:00 PM - 6:00 PM, Duke I&E Bullpen(Fuqua School of Business)Translating Your Skills for Industry- with Lizzy Huang PhD '17, Quantitative Analytics SeniorManager, Freddie Mac- Wednesday November 1st, 2:00 PM - 3:00 PM, VirtualMore information and registration via the QR code or in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Nov 1, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241796
A2i Job Search Series,"Accelerate to Industry (A2i) is an industry workforce readiness program for graduate students and postdoctoral researchers developed by the NC State University Graduate School. The program provides students with knowledge, skills, and abilities that establish long-term professional success through a variety of modules that offer networking opportunities, discussion panels, presentations, workshops, team projects, site visits at local companies, and internships.This fall, A2i is presenting a job search series with the following events:Navigating the International Job Search- with Hal Matthews, Associate Director for Global Careers,Duke Career Center- Friday October 6th, 3:00 PM - 4:00 PM, Divinity SchoolWestbrook 0012WBalancing the Job Search in a Tough Market- with Rachel Coleman, Director for Career Development andEducation, Duke Career Center- Wednesday October 18th, 2:00 PM - 3:00 PM, VirtualBoost Your Bargaining Game: A Negotiation Workshop for PhD Students and Postdocs- in partnership with the Duke Career Center & DukeInnovation & Entrepreneurship- with Shep Moyle, Executive Coach and Adjunct Instructor,Fuqua School of Business- Friday October 25th, 5:00 PM - 6:00 PM, Duke I&E Bullpen(Fuqua School of Business)Translating Your Skills for Industry- with Lizzy Huang PhD '17, Quantitative Analytics SeniorManager, Freddie Mac- Wednesday November 1st, 2:00 PM - 3:00 PM, VirtualMore information and registration via the QR code or in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Nov 1, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241792
Stargazing Devils Exec Meeting,Stargazing Devils Exec Meeting,Panel/Seminar/Colloquim,5,Stargazing Devils Astronomy Club,"Tue, Oct 31, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234395
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 30, 2023",8 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233977
Leadership Development Program,Seminar for new students on leadership development,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 30, 2023",8 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233972
Process Workshop,Workshop on understanding the recruiting process,Panel/Seminar/Colloquim,5,Duke Energy Club,"Mon, Oct 30, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2248632
"Capital One, Mi Gente, and SHPE: Interviewing Overview & Networking Night","Join Capital One in partnership with Mi Gente and SHPE for this interviewing overview and networking night. Interviews are a key part of the recruiting process and in this workshop we will highlight key skills in behavioral interviewing followed by a panel where students can ask questions about case and technical interviews. We will be providing food to attendees and sending in Capital One swag for those in attendance.Volunteers from Capital One will include Technology associates and our Business Analyst recruiter, we hope to see you there!",Panel/Seminar/Colloquim,5,Mi Gente,"Thu, Oct 26, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2246247
DUMU Grad Panel,DUMU is hosting a Grad Panel event with graduate students and faculty in the Mathematics Department. All students are welcome.,Panel/Seminar/Colloquim,5,Duke University Math Union,"Wed, Oct 25, 2023",6 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2246982
PASH Chat,This is a small discussion led by peer counselors who have taken the Condoms & Counseling house course on a topic regarding sexual health.,Panel/Seminar/Colloquim,5,Peer Advocacy for Sexual Health,"Wed, Oct 25, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249735
So You Want To Work in Biotech?,"Join the Duke Career Center for heavy appetizers and guided small-group discussions with local biotech companies. Discussions will be centered around industry insights, how to stand out as an applicant, and what you can be doing now to prepare. Following the small-group discussions, you will have the opportunity to network with employers to ask questions about their specific companies.***Please arrive as early as 15 minutes before the event to check in.***",Panel/Seminar/Colloquim,5,Career Center,"Wed, Oct 25, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2248302
A2i Job Search Series,"Accelerate to Industry (A2i) is an industry workforce readiness program for graduate students and postdoctoral researchers developed by the NC State University Graduate School. The program provides students with knowledge, skills, and abilities that establish long-term professional success through a variety of modules that offer networking opportunities, discussion panels, presentations, workshops, team projects, site visits at local companies, and internships.This fall, A2i is presenting a job search series with the following events:Navigating the International Job Search- with Hal Matthews, Associate Director for Global Careers,Duke Career Center- Friday October 6th, 3:00 PM - 4:00 PM, Divinity SchoolWestbrook 0012WBalancing the Job Search in a Tough Market- with Rachel Coleman, Director for Career Development andEducation, Duke Career Center- Wednesday October 18th, 2:00 PM - 3:00 PM, VirtualBoost Your Bargaining Game: A Negotiation Workshop for PhD Students and Postdocs- in partnership with the Duke Career Center & DukeInnovation & Entrepreneurship- with Shep Moyle, Executive Coach and Adjunct Instructor,Fuqua School of Business- Friday October 25th, 5:00 PM - 6:00 PM, Duke I&E Bullpen(Fuqua School of Business)Translating Your Skills for Industry- with Lizzy Huang PhD '17, Quantitative Analytics SeniorManager, Freddie Mac- Wednesday November 1st, 2:00 PM - 3:00 PM, VirtualMore information and registration via the QR code or in Handshake!",Panel/Seminar/Colloquim,5,Career Center,"Wed, Oct 25, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241791
