title,details,type,type_id,host,date,time,location,link
Duke Film Club Q&A with Ken Jeong,"Duke Film Club, in collaboration with Duke Freewater and the Creator Lab, will be hosting a Q&A with legendary Duke alum, Ken Jeong ('90). We will speak about the entertainment industry and his work in film and television. Please note, the event will be in-person, but Ken will be Zooming in.",Lecture/Talk,4,Duke Independent Film Festival,"Sun, Dec 3, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250801
Body Banter (Body Empowerment Project) GBM,Join BEProject for fun events involving open conversation about mental health and body image and practicing self-care and wellness! We also teach educational workshops on and fundraise for eating disorder prevention in youth!,Lecture/Talk,4,Body Banter,"Sun, Dec 3, 2023",3 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250550
TEDx At Large,Hear Dr. Wallace expand upon his TEDx Talk about basketball trafficking and open up to the floor for a community Q&A. Dinner and reception to follow.,Lecture/Talk,4,TEDxDuke Coordinating Committee,"Sat, Dec 2, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250526
DQF Education Bootcamp Class 2,DQF Education on Thursdays for enlarged class.,Lecture/Talk,4,Duke Quantitative Trading,"Thu, Nov 30, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249712
Duke in Oxford Summer 2024 Info Session,Join the Global Education Office to learn more about the Duke in Oxford summer program for 2024!,Lecture/Talk,4,Global Education Office,"Thu, Nov 30, 2023",5 PM – 6 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=2250378
Help Desk Seminar with Katie Huber from Duke Margolis,Join Help Desk for a seminar with guest-speaker Katie Huber on SDOH work in NC.,Lecture/Talk,4,Help Desk,"Wed, Nov 29, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2215558
Native American Heritage Month Movie Night - Duke SACNAS,"We will be hosting a dual event, starting off with a talk by a indigenous social scientist and educator and following up with a movie night, watching a native american film directed and produced by native americans.Food Provided (Popcorn)",Lecture/Talk,4,Duke University's Society for Advancement of Chicanos/Hispanic and Native Americans in Science (SACNAS) Chapter,"Wed, Nov 29, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250632
"Guest Speaker: Dr. Arthur Laffer, ""The Father of Supply Side Economics""","The Ciceronian Society is pleased to present Dr. Arthur Laffer as our final invitational speaker of the Fall semester! Dr. Arthur B. Laffer is the founder and chairman of Laffer Associates, an economic research and consulting firm. Dr. Laffer's economic acumen and influence in triggering a worldwide tax-cutting movement in the 1980s have earned him the distinction in many publications as ""The Father of Supply-Side Economics."" One of his earliest successes in shaping public policy was his involvement in Proposition 13, the groundbreaking California initiative that drastically cut property taxes in the state in 1978.Dr. Laffer was a member of President Reagan's Economic Policy Advisory Board for both of his two terms (1981-1989), was a member of the Executive Committee of the Reagan/Bush Finance Committee in 1984, and was a founding member of the Reagan Executive Advisory Committee for the Presidential race of 1980. He also advised Prime Minister Margaret Thatcher on fiscal policy in the UK during the 1980s.In 2019, Dr. Laffer was awarded the Presidential Medal of Freedom by President Donald Trump. Dr. Laffer currently sits on the board of directors or advisors of a number of private and public companies, including AML RightSource, ARK Investment Management, Armor Concepts, BelHealth Investment Partners, Gemini Bio, GoodCell, Gridiron Capital, NexPoint Real Estate Finance, NexPoint Residential Trust, Precision Diagnostics, Preverity, Tenth Avenue Holdings, The Service Companies, VerifyMe, VineBrook Homes Trust, and others.Dr. Laffer has authored over twenty books, including the New York Times bestseller, An Inquiry into the Nature and Causes of the Wealth of States (Wiley 2014), and Taxes Have Consequences: An Income Tax History of the United States, released by Post Hill Press in September 2022.Food Provided",Lecture/Talk,4,The Ciceronian Society,"Tue, Nov 28, 2023",6 PM – 7:15 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2153903
Elliot Wong Speaker Event,Speaker event with Elliot Wong. Guest speaker will be on zoom and students will gather in room to tune in,Lecture/Talk,4,Duke Energy Club,"Tue, Nov 28, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2248628
Utility Scale Solar with Maggie Sasser,"We are thrilled to be hosting Maggie Sasser, VP of Government & External Affairs at Pine Gate Renewables. PGR is a leading renewable energy company focused on project development and strategic financing of utility-scale solar and storage sites throughout the United States. Maggie will discuss her experience leading clean energy policy across the country and in Washington D.C. as well as her collaborations with industry partners on facilitating communication on energy legislation, including land use.",Lecture/Talk,4,Duke Energy Club,"Tue, Nov 28, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250771
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Nov 28, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135790
DMSLC: November 28 Meeting,"Monthly DMSLC Speaker Series with Katherine Adams (MSL, Sanofi) who will be discussing the topic of MSL interview process.",Lecture/Talk,4,Duke Medical Science Liaison Club,"Tue, Nov 28, 2023",12 PM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250140
American Sign Language Lesson,"Free, professional ASL lesson held weekly for Duke students.",Lecture/Talk,4,Duke ASL,"Mon, Nov 27, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250766
Let's Talk about Israel,Join Jewish Life at Duke for a weekly dinner every Monday in November to discuss Israel from different experts and thought leaders. Free kosher dinner from the Freeman Center Cafe will be provided.**Topics and speakers to be announced soon.,Lecture/Talk,4,Jewish Life at Duke,"Mon, Nov 27, 2023",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250147
Alexander Hamilton Society Abdullah Antepli Fellowship Meeting,"This is the biweekly meeting for the AHS Abdullah Antepli Fellowship, which discusses the role of world religions in national and internatonal politics.",Lecture/Talk,4,The Alexander Hamilton Society,"Wed, Nov 22, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250098
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Nov 20, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221074
Let's Talk about Israel,Join Jewish Life at Duke for a weekly dinner every Monday in November to discuss Israel from different experts and thought leaders. Free kosher dinner from the Freeman Center Cafe will be provided.***Topics and speakers to be announced soon.,Lecture/Talk,4,Jewish Life at Duke,"Mon, Nov 20, 2023",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250146
A Conversation with Crystal Cavelier-Keck,"Join DCC for a conversation with Crystal Cavelier, a climate advocate who founded the organization Seven Directions of Service. She has led the charge in advocating against the Mountain Valley Pipeline and is an expert on environmental justice issues.",Lecture/Talk,4,Duke Climate Coalition,"Thu, Nov 16, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250421
Conservation Dinner,We will be having dinner and discussing North American conservation.,Lecture/Talk,4,Duke Hunting & Conservation Club,"Thu, Nov 16, 2023",6:30 PM – 7:30 PM EST (GMT-5),Broadhead Center,https://dukegroups.com/events/rsvp?id=2221628
DQF Education Bootcamp Class 2,DQF Education on Thursdays for enlarged class.,Lecture/Talk,4,Duke Quantitative Trading,"Thu, Nov 16, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249711
Faculty Seminar Series,Faculty Seminar Series on Physics Topics,Lecture/Talk,4,Stargazing Devils Astronomy Club,"Thu, Nov 16, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234376
Grad/Prof Lunch with Kevin D'Arco,"Join your peers for community and conversation! Monthly lunch series with Student Affairs leadership designed to be causal and fun. A place to learn from your peers and ask questions to leaders over lunch. Space is limited to 15 students.The interest form (qualtrics) will be active from Monday, November 6 - Monday, November 13. Selected students will be notified on Tuesday, November 14.Food Provided",Lecture/Talk,4,Graduate and Professional Student Services,"Thu, Nov 16, 2023",12 PM – 1:15 PM EST (GMT-5),Smith Warehouse - exact room location will be sent to confirmed students,https://dukegroups.com/events/rsvp?id=2244540
Know Your Rights,SJP will be hosting a general body meeting to inform its members of their rights when advocating for Palestine.,Lecture/Talk,4,Duke Students for Justice in Palestine,"Wed, Nov 15, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250297
DIPAC speaker event,Join Eliza for a conversation about what AIPAC is and how current events are impacting our legislation.,Lecture/Talk,4,Duke Israel Public Affairs Committee,"Wed, Nov 15, 2023",7:30 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250312
PASH Chat,Discussion led by peer counselor (PASH member who has taken Condoms & Counseling sexual health house course) on a special topic regarding sexual health. Bi-weekly.Food Provided,Lecture/Talk,4,Peer Advocacy for Sexual Health,"Wed, Nov 15, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250408
DukeFish Speaker Series,"We will be hosting Dr. Nathan Bacheler, a fisheries biologist from NOAA, who will give a presentation on his research. The event will take place in-person at Duke Marine Lab, and it will be streamed via zoom, so there will be a watch party in Grainger Hall for Durham-based students.Food Provided (In Durham, pizza will be provided. At the Marine Lab, sandwiches will be provided. )",Lecture/Talk,4,DukeFish,"Wed, Nov 15, 2023",5:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250401
Society of Duke Fellows - November Research Lunch,"This SDF event is a one-hour research lunch, where graduate students can learn more about other PhD student research in a general-audience setting. Lunch is provided - RSVP required.",Lecture/Talk,4,Society of Duke Fellows,"Wed, Nov 15, 2023",12:30 PM – 1:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2227318
Ellen Meade Speaker Event,Speaker event with Duke Professor Ellen Meade,Lecture/Talk,4,Duke Energy Club,"Tue, Nov 14, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236842
Women in Science Now: A Book Talk with Lisa Munoz,"WiSE is organizing a Book Talk with Lisa Munoz, Author of 'Women in Science Now: Stories and Strategies for Achieving Equity'. Talk followed by Reception.Food Provided",Lecture/Talk,4,Women in Science & Engineering,"Tue, Nov 14, 2023",6:30 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250126
Guest Speaker: Dr. Nat Malkus on Learning Loss and the Pandemic,"The Ciceronian Society is pleased to present Dr. Nat Malkus as one of our Fall semester invitational speakers! Join us for dinner as Dr. Malkus presents on the lasting effects of the COVID-19 pandemic in the educational sphere.Dr. Malkus is a senior fellow and the deputy director of education policy at the American Enterprise Institute (AEI), where he specializes in empirical research on K–12 schooling. He is a national expert on a range of educational issues that affect students across the country—including Career and Technical Education, school choice, Advanced Placement, standardized testing, and how the nation's schools responded to the COVID-19 pandemic.Before joining AEI, Dr. Malkus was a senior researcher at the American Institutes for Research, where he led research teams analyzing national education data on topics including how many college students take remedial courses, the comparisons between charter and traditional public schools, and student achievement and graduation rates in schools undergoing turnaround reforms. Earlier, he spent four years as a middle school teacher in Maryland.Food Provided",Lecture/Talk,4,The Ciceronian Society,"Tue, Nov 14, 2023",6 PM – 7:15 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2168142
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Nov 14, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135789
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Nov 13, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221073
Let's Talk about Israel,Join Jewish Life at Duke for a weekly dinner every Monday in November to discuss Israel from different experts and thought leaders. Free kosher dinner from the Freeman Center Cafe will be provided.**Topics and speakers to be announced soon.,Lecture/Talk,4,Jewish Life at Duke,"Mon, Nov 13, 2023",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250145
Econimic Development in Southeast Asia: A Conversation with Professor Edmund Malesky,"This event will feature half an hour of moderated discussion and half an hour of audience Q & A. While the topic is not yet set in stone, the talk will likely focus on foreign investment, corruption, and other facets of economic development in the region.",Lecture/Talk,4,The Alexander Hamilton Society,"Mon, Nov 13, 2023",6 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250183
Jonathan Schanzer Israel Education Session,"Well known author Jonathan Schanzer will be speaking about Israel history, the current Israel-Hamas war, and how this war will shape the future of Israeli Society.",Lecture/Talk,4,Duke Friends of Israel,"Sun, Nov 12, 2023",2 PM – 3 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250443
DQF Education Bootcamp Class 2,DQF Education on Thursdays for enlarged class.,Lecture/Talk,4,Duke Quantitative Trading,"Thu, Nov 9, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249710
Faculty Seminar Series,Faculty Seminar Series on Physics Topics,Lecture/Talk,4,Stargazing Devils Astronomy Club,"Thu, Nov 9, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234375
Alexander Hamilton Society Abdullah Antepli Fellowship Meeting,"This is the biweekly meeting for the AHS Abdullah Antepli Fellowship, which discusses the role of world religions in national and internatonal politics.",Lecture/Talk,4,The Alexander Hamilton Society,"Wed, Nov 8, 2023",8 PM – 9:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250096
DMSLC: November 8 Meeting,"Monthly DMSLC Speaker Series with Kim Porter (Senior MSL, Agios) discussing Onboarding & What to Expect Year 1 in the MSL role.Food Provided",Lecture/Talk,4,Duke Medical Science Liaison Club,"Wed, Nov 8, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250138
Grad/Prof Lunch with Stacia Solomon,"Join your peers for community and conversation! Monthly lunch series with Student Affairs leadership designed to be causal and fun. A place to learn from your peers, ask questions to leaders and relax during lunch. Space is limited to 15 students.The interest form (qualtrics) will be active October 23 - November 6. Selected students will be notified on November 7.Food Provided",Lecture/Talk,4,Graduate and Professional Student Services,"Wed, Nov 8, 2023",12 PM – 1:15 PM EST (GMT-5),Smith Warehouse - exact room location will be sent to confirmed students,https://dukegroups.com/events/rsvp?id=2220334
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Nov 7, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135788
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Nov 6, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221072
Let's Talk about Israel,Join Jewish Life at Duke for a weekly dinner every Monday in November to discuss Israel from different experts and thought leaders.Free kosher dinner from the Freeman Center Cafe will be provided.**Topics and speakers to be announced soon.,Lecture/Talk,4,Jewish Life at Duke,"Mon, Nov 6, 2023",6:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2250144
Let's Talk About Environmental Justice,"Dr. Kyle Powys Whyte's lecture will focus on his recent research and organizing work on Indigenous conservation and climate justice, U.S. policy projects on environmental justice and Justice40, and new Indigenous rights and diplomacy initiatives internationally on environmental, climate, and scientific issues.Dr. Whyte is a faculty member at the University of Michigan where he is George Willis Pack Professor in the School for Environment and Sustainability, University Diversity and Social Transformation Professor, and Professor of Philosophy in the College of Literature, Science, and the Arts. Kyle teaches in the SEAS environmental justice specialization. He is founding Faculty Director of the Tishman Center for Social Justice and the Environment, Principal Investigator of the Energy Equity Project, Faculty Associate of Native American Studies, and Senior Fellow in the Michigan Society of Fellows.",Lecture/Talk,4,Office of Undergraduate Education,"Mon, Nov 6, 2023",5:30 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249926
DukeEyeServe Speaker Series: Dr. Dunning,We will be bringing in Dr. Dunning from the Duke Eye Center to give a talk about low vision through her work and research. The expected audience will primarily be Duke students and faculty.,Lecture/Talk,4,Duke EyeServe,"Sat, Nov 4, 2023",9:30 AM – 12:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2203012
DIIG Finance Recruiting Workshop,Finance recruiting panel with current DIIG members that is open to everyone at Duke!,Lecture/Talk,4,Duke Impact Investing Group,"Thu, Nov 2, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249776
DQF Education Bootcamp Class 2,DQF Education on Thursdays for enlarged class.,Lecture/Talk,4,Duke Quantitative Trading,"Thu, Nov 2, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249709
NC State Budget and Medicaid Expansion,"Come join Duke RAM and the Duke State Relations Office to learn more about the NC State Budget and Medicaid Expansion, especially as it relates to rural healthcare!",Lecture/Talk,4,Duke Remote Area Medical ,"Wed, Nov 1, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2244391
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Oct 31, 2023",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135787
Catalyst SWE Workshop,Catalyst SWE Workshop,Lecture/Talk,4,Catalyst,"Mon, Oct 30, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249768
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 30, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221071
Alon Arvatz: The Battle for Your Computer,How does a small country like Israel dominate halfof the global cyber industry?Analyzing the Profound Influence of Cybersecurity on Our World: How to secure your computers?,Lecture/Talk,4,Students Supporting Israel,"Mon, Oct 30, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249726
"Wetland Walk at SWAMP, Duke Forest","Hi Wetlanders! SAWS and DCS are excited to conduct a wetland walk to SWAMP in the Duke Forest led by Dr. Neal Flanagan, a wetland expert and researcher. We plan to gather at the Al Buehler Trail Parking Lot (https://maps.app.goo.gl/FBiM5djncEg8ejQw6) at 1pm on October 27th (Friday). Join us to learn more about wetlands and opportunities that you can get involved with at Duke. Snacks will be provided!Carpooling sign-up:https://docs.google.com/spreadsheets/d/1DTHpniKh0wJMH53YK1x0BASwzgAwzeT-3n9N0Kvlq90/edit?usp=sharing",Lecture/Talk,4,Student Association of Wetland Scientists,"Fri, Oct 27, 2023",1 PM – 2 PM EDT (GMT-4),Al Buhler Trail Parking Lot,https://dukegroups.com/events/rsvp?id=2248822
DQF Education Bootcamp Class 2,DQF Education on Thursdays for enlarged class.,Lecture/Talk,4,Duke Quantitative Trading,"Thu, Oct 26, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249707
Faculty Seminar Series,Faculty Seminar Series on Physics Topics,Lecture/Talk,4,Stargazing Devils Astronomy Club,"Thu, Oct 26, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234374
Robert Marlay Speaker Event,Robert Marlay from the Department of Energy will be joining us for a fireside chat.,Lecture/Talk,4,Duke Energy Club,"Wed, Oct 25, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2222466
Duke Real Estate Club Analyst Training 3,The Duke Real Estate Club will be holding the third iteration of the fall semester's analyst training program.,Lecture/Talk,4,Duke Real Estate Club,"Wed, Oct 25, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249067
We Are Made To Connect: The U.S. Surgeon General's Connection Tour,"Join us for a conversation with the U.S. Surgeon General, Dr. Vivek Murthy on his We Are Made To Connect: The U.S. Surgeon General's Connection Tour. Dr. Murthy will be joined by Jon Scheyer, Duke Men's Basketball Coach, and moderated by Kate Bowler, Associate Professor of American Religious Studies.This program will be approximately one hour in length. A ticket is required for entry, and available until capacity has been reached.Security screening, including bag checks, will be in place prior to entry. To expedite entry, please arrive early with small, clear, or no bags or backpacks if possible. Photography and recording of the event is not permitted.",Lecture/Talk,4,Division of Student Affairs,"Wed, Oct 25, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2249705
Phi Delta Epsilon New Member Education,Learning about the club,Lecture/Talk,4,Phi Delta Epsilon International Medical Fraternity,"Tue, Oct 24, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241589
BSAxDFE Personal Finance Workshop,Learn how to budget while in college with the Duke Finance Economics Center!,Lecture/Talk,4,Black Student Alliance,"Tue, Oct 24, 2023",6:30 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221332
Global Conversations in the Wellness Center,"Come join us for English conversations on cultural perspectives, world news, local events, and more.International and domestic students, scholars, and staff are all welcome! No registration is necessary.Questions? Contact Rene Caputo, r.caputo@duke.edu",Lecture/Talk,4,Student Wellness Center,"Tue, Oct 24, 2023",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2135786
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 23, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221042
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 23, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221049
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 23, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221056
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 23, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221063
Skip Vaccarello Speaker Event,Speaker event with Skip Vaccarello,Lecture/Talk,4,Duke Energy Club,"Mon, Oct 23, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236840
SPARK Conversation on Your Life and Your Major,"Do you questions on what it means to declare your major? You're not alone! The Major Declaration Process is designed to lead you through a process of reflection about your Duke education so far. Let's SPARK conversation on how to select a major based on your values, identity, and life goals.Facilitated by Dean Virginia Ramirez-Deltoro, the conversation will be your opportunity to begin the first two steps of the major declaration process and think about what this decision means for who you are as a person and what you want to accomplish during your time at Duke and beyond. Dinner provided for those who register on Duke Groups. Register here: bit.ly/sparkconvomajorP.S. - Shopping carts open on Oct 23! Attending this conversation will help you think through what classes to add to your spring class schedule.Food Provided",Lecture/Talk,4,Spark,"Mon, Oct 23, 2023",5:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241322
New Member Education,Learning about the club,Lecture/Talk,4,Phi Delta Epsilon International Medical Fraternity,"Sun, Oct 22, 2023",8:15 PM – 9:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2241574
Duke Dems October GBM,Food Provided,Lecture/Talk,4,Duke Democrats,"Fri, Oct 20, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2246267
Faculty Seminar Series,Faculty Seminar Series on Physics Topics,Lecture/Talk,4,Stargazing Devils Astronomy Club,"Thu, Oct 19, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2234371
Queer and Trans Identities in Hindu Scripture,"Join Dr. Raja G. Bhattar (they/them/theirs) in a conversation on the presence of queer and trans identities within Hindu scripture and mythology. This will be an intimate lunch and learn workshop so food and space is limited!If you require any accommodations for this event, please contact us at least one week in advance at: 919-684-6607 or csgd@studentaffairs.duke.eduFood Provided",Lecture/Talk,4,Center for Sexual and Gender Diversity,"Thu, Oct 19, 2023",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2245546
Grad/Prof Lunch with Dean Blackshear,"Join your peers for community and conversation! Monthly lunch series with Student Affairs leadership designed to be causal and fun. A place to learn from your peers, ask questions to leaders and relax during lunch. Space is limited to 15 students.The interest form (qualtrics) will be active Monday, October 2 - Thursday, October 12. Selected students will be notified on Friday, October 13.Food Provided",Lecture/Talk,4,Graduate and Professional Student Services,"Tue, Oct 17, 2023",12 PM – 1:15 PM EDT (GMT-4),Smith Warehouse - exact room location will be sent to confirmed students,https://dukegroups.com/events/rsvp?id=2207873
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 16, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221041
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 16, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221048
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 16, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221055
American Sign Language Lesson,ASL Lessons offered free to Duke students. Weekly Mondays 7-8PM.,Lecture/Talk,4,Duke ASL,"Mon, Oct 16, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221062
