title,details,type,type_id,host,date,time,location,link
Broomball - APO Recruitment Event,APO current and potential members go to Orange County Sportsplex to play broomball,Social,2,Alpha Phi Omega,"Sat, Feb 11, 2023",12:15 AM – 1:45 AM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1990220
A Night with Steven Willis,Join Spoken Verb and nationally acclaimed  performer Steven Antoine Willis for a night of poetry,Social,2,Spoken Verb,"Fri, Feb 10, 2023",6 PM – 8 PM EST (GMT-5),Keohane Atrium,https://dukegroups.com/events/rsvp?id=2032161
Graduate & Professional Student Mixer,"Greetings from the Duke International Student Center!Duke International Student Center is hosting ""Graduate & Professional Student Mixer"".Event Highlights- Food will be provided- Self- awareness through art : Sujatha Balasundaram- Games & Fun activitiesDate: Feb 10, 2023, 5:30 - 8:00 PMVenue: Duke International Student Center, Bay 5, Smith Warehouse [Second Floor]Please contact us if you have any additional questions at intlstudents@duke.eduSincerely,Duke International Student Center Staff",Social,2,Duke International Student Center,"Fri, Feb 10, 2023",5:30 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2024743
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Feb 10, 2023",5 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827462
Valentine's Day Kickback,"Join the CSGD for our Valentine's Day Kickback. Come make a pipe cleaner bouquet for your Valentine or yourself. Also, come write a love letter to someone you care about! Food will be provided.Food Provided",Social,2,Center for Sexual and Gender Diversity,"Fri, Feb 10, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2021580
FOMO Bingo with Brownies,The Connection Project is hosting a conversation around the fear of missing out surrounding social media and the college experience. Come play FOMO themed bingo and enjoy brownies with us! There will be prizes for winning bingo and great conversations with our student coordinators.Food Provided (Brownies and dessert bars!),Social,2,Student Involvement & Leadership,"Fri, Feb 10, 2023",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2021890
Diya Valentine Grams,"Duke Diya will be selling valentine candy grams from February 6-11 on BC Plaza! Order one for yourself, your friends, or that special someone! These valentine grams will include pre-packaged snacks and fun toys! All proceeds will go to Kiran, a non-profit organization empowering South Asian victims of domestic abuse.Food Provided ((Prepackaged snacks including candies, tea bags, and biscuits. ))",Social,2,Duke Diya (South Asian Students Association),"Fri, Feb 10, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2030243
Black Muslim Coalition and Jummah 4 All Social!,Gather with members from Duke's Black Muslim Coalition and Jummah 4 All! Food will be provided!,Social,2,Jummah 4 All,"Thu, Feb 9, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2013794
Diya Valentine Grams,"Duke Diya will be selling valentine candy grams from February 6-11 on BC Plaza! Order one for yourself, your friends, or that special someone! These valentine grams will include pre-packaged snacks and fun toys! All proceeds will go to Kiran, a non-profit organization empowering South Asian victims of domestic abuse.Food Provided ((Prepackaged snacks including candies, tea bags, and biscuits. ))",Social,2,Duke Diya (South Asian Students Association),"Thu, Feb 9, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2030241
International Spouses Cooking Club,"Greetings from the Duke International Student Center!Duke International Student Center is hosting a ""Cooking Club Event"".Venue: Duke International Student Center, Bay 5, Smith warehouse [Second Floor]Held on all Thursdays, 11:00am - 1:00pm [Except on University Holidays]All International spouses, as well as, students, are wholeheartedly welcome to participate in the cooking club.Please contact us if you have any additional questions at intlstudents@duke.eduSincerely,Duke International Student Center Staff",Social,2,Duke International Student Center,"Thu, Feb 9, 2023",11 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1990169
Scale and Coin: Product Pitch,Scale and Coin: Product Pitch,Social,2,Scale and Coin,"Wed, Feb 8, 2023",7 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1957327
Define America Valentine's Day,"Define America will be creating Valentine's Day cards for ""To Immigrants With Love Day of Action"" on behalf of another organization.",Social,2,Define America,"Wed, Feb 8, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2017216
Diya Valentine Grams,"Duke Diya will be selling valentine candy grams from February 6-11 on BC Plaza! Order one for yourself, your friends, or that special someone! These valentine grams will include pre-packaged snacks and fun toys! All proceeds will go to Kiran, a non-profit organization empowering South Asian victims of domestic abuse.Food Provided ((Prepackaged snacks including candies, tea bags, and biscuits. ))",Social,2,Duke Diya (South Asian Students Association),"Wed, Feb 8, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2030240
Catalyst Speed Dating,Opportunity for students interested in joining Catalyst to meet current members,Social,2,Catalyst,"Tue, Feb 7, 2023",7 PM – 9:20 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005627
General Club Meeting,Meeting where we will introduce the club and discuss future diving ideas.,Social,2,Robotics and Diving Club,"Tue, Feb 7, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2024683
Diya Valentine Grams,"Duke Diya will be selling valentine candy grams from February 6-11 on BC Plaza! Order one for yourself, your friends, or that special someone! These valentine grams will include pre-packaged snacks and fun toys! All proceeds will go to Kiran, a non-profit organization empowering South Asian victims of domestic abuse.Food Provided ((Prepackaged snacks including candies, tea bags, and biscuits. ))",Social,2,Duke Diya (South Asian Students Association),"Tue, Feb 7, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2030239
Duke DISCussions,Stop by the BC plaza and say hello!  We'll be hosting weekly office hours from 12-1 each Tuesday on the Bryan Center plaza for students to interact with the DISC team.,Social,2,Duke International Student Center,"Tue, Feb 7, 2023",12 PM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956046
Global Cafe,"Duke Chapel Basement Lounge, join us for breakfast, coffee, and tea every first Tuesday of the month.",Social,2,Duke International Student Center,"Tue, Feb 7, 2023",9:30 AM – 10:30 AM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2018761
Spanish Conversation Club,Join us weekly for our Spanish Conversation Club in the Duke International Student Center!  Speakers of all levels are welcome,Social,2,Duke International Student Center,"Mon, Feb 6, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1984316
English Conversation Club,"English Conversation Club returns to DISC on Monday, January 23rd for its weekly sessions!┬á We look forward to seeing you there.┬á The Duke International Student Center is located on the second floor of Bay 5 in Smith Warehouse.┬á It's easiest to find us by entering through the Bay 4 or 6 doors on Maxwell Ave. Paid parking is available on the corner of S. Buchanan/Maxwell and there is free city parking in the vicinity.",Social,2,Duke International Student Center,"Mon, Feb 6, 2023",5:30 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1984037
Diya Valentine Grams,"Duke Diya will be selling valentine candy grams from February 6-11 on BC Plaza! Order one for yourself, your friends, or that special someone! These valentine grams will include pre-packaged snacks and fun toys! All proceeds will go to Kiran, a non-profit organization empowering South Asian victims of domestic abuse.Food Provided ((Prepackaged snacks including candies, tea bags, and biscuits. ))",Social,2,Duke Diya (South Asian Students Association),"Mon, Feb 6, 2023",1 PM – 4 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2014404
Rugby video screening,Watching of last games in preparation for future tournaments,Social,2,Club Rugby,"Sun, Feb 5, 2023",7 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2023360
TASA Love Bao Event,"Join TASA on Sunday, February 5th @ Social Sciences 113 for our Love Bao event! We will have board games to play and music.Food Provided (Food will be ordered from Love Bao in Cary's H-Mart and picked up.)",Social,2,Taiwanese American Student Association,"Sun, Feb 5, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1992566
BRASA Game Night,"Game night with card and board games for everyone, plus Brazilian snacks and sweets.",Social,2,Duke Brazilian Student Association ,"Sun, Feb 5, 2023",6 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2017926
Catalyst Info Session 2,Information session for students interested in joining Catalyst,Social,2,Catalyst,"Sun, Feb 5, 2023",2 PM – 3:15 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005619
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Feb 5, 2023",12:30 PM – 5:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649111
Weekly Sunday Bagel Brunch with Jewish Life at Duke,"Join Jewish Life at Duke for a weekly Sunday morning bagel brunch! Every Sunday from 11am-1pm, join us at the Freeman Center for Jewish Life for coffee, bagels, and casual time to hang out and meet new friends. Find us in the upstairs lobby area or downstairs patio depending on the weather. Feel free to stay after to study in our lounge, library, classroom, or lobby. Whether you've ever been to a Jewish Life at Duke event or not, all are welcome!No registration required, drop by anytime between 11am-1pm.Food Provided",Social,2,Jewish Life at Duke,"Sun, Feb 5, 2023",11 AM – 1 PM EST (GMT-5),The Freeman Center for Jewish Life,https://dukegroups.com/events/rsvp?id=1757313
Devils After Dark: Duke vs. UNC Men's Basketball Watch Party,Join Devils After Dark in Trinity Café as we cheer on the Duke Men's Basketball team to victory with friends and free food! :),Social,2,Devils After Dark,"Sat, Feb 4, 2023",6:30 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1968997
GROW Houseplant Swap,Hi plant people! We're kicking off GROW activities this semester with a houseplant swap. Bring some cuttings of your plants and go home with new ones :),Social,2,Green Roof and Orchard Workforce,"Sat, Feb 4, 2023",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005568
Ice Skating!,"Psi Upsilon is hosting a trip to the Orange County Sportsplex to go ice skating! We'll meet in Craven R/S and travel together to the rink, so transportation will be provided. Come cap off our recruitment with a fun-filled night on the ice!",Social,2,Psi Upsilon,"Fri, Feb 3, 2023",7:30 PM – 10:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998730
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Feb 3, 2023",5 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827492
Sip and Paint Kickback,"Paint with a Bob Ross tutorial while sipping on boba! If you require any accomodations for this event, please contact us at least one week in advance at: 919-684-6607 or csgd@studentaffairs.duke.edu.Food Provided (Boba tea (dairy-free and boba-free drinks available))",Social,2,Center for Sexual and Gender Diversity,"Fri, Feb 3, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1990756
Open Pickleball Practice [Hosted by Duke Club Pickleball],"Open to All Undergrad & Grad Students--All Levels, No Experience Necessary!Meet at the East Campus Pickleball Courts!3-4PM: skill-building activities led by Janis Hampton4-5PM: rotating doubles/singles matchesJoin Duke Club Pickleball: https://groupme.com/join_group/85058587/mRClDbs1",Social,2,Duke Club Pickleball,"Fri, Feb 3, 2023",3 PM – 5 PM EST (GMT-5),East Campus Pickleball Courts,https://dukegroups.com/events/rsvp?id=1997091
Black Bar Night - February 2023,"Join Duke BGPSA as we celebrate Black History Month with our graduate and professional students. Join us for a night of fun, food, games, and networking with Black/African American students across Duke University!",Social,2,Black Graduate and Professional Students Association,"Thu, Feb 2, 2023",8 PM – 11 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998880
Catalyst Info Session 1,Information session for any students interested in Catalyst,Social,2,Catalyst,"Thu, Feb 2, 2023",7:30 PM – 8:45 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2005456
SHPE First Spring GBM,"Join us for our first GBM of the Spring semester! We'll be going over last semester's events, and discuss what this semester will bring us. We will be providing food from Mi Calvillo!Food Provided (Mi Calvillo: Menudo & Tacos)",Social,2,Society of Hispanic Professional Engineers,"Thu, Feb 2, 2023",7 PM – 8:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2012148
Define America GBM,"Define America will hold it's first GBM this semester to discuss committee, volunteering events, and other opportunities!Food Provided",Social,2,Define America,"Thu, Feb 2, 2023",5 PM – 6 PM EST (GMT-5),Culture and Affinity Lounge,https://dukegroups.com/events/rsvp?id=1996753
International Graduate Student Happy Hour,"The Duke International Student Center would like to invite graduate students to The Loop for our first happy hour of the year!  With your registration, graduate students will get one free drink ticket for either beer or wine.   Spouses and significant others are welcome!Food and additional drinks can be purchased at The Loop.Be sure to register - spots are limited!  Valid passport or state ID required at The Loop!",Social,2,Duke International Student Center,"Thu, Feb 2, 2023",5 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956056
International Spouses Cooking Club,"Greetings from the Duke International Student Center!Duke International Student Center is hosting a ""Cooking Club Event"".Venue: Duke International Student Center, Bay 5, Smith warehouse [Second Floor]Held on all Thursdays, 11:00am - 1:00pm [Except on University Holidays]All International spouses, as well as, students, are wholeheartedly welcome to participate in the cooking club.Please contact us if you have any additional questions at intlstudents@duke.eduSincerely,Duke International Student Center Staff",Social,2,Duke International Student Center,"Thu, Feb 2, 2023",11 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1990168
Tomato-lympics,"Esteemed guests will compete in various tomato-themed games to determine who is correct, the pro-tomato crowd or the anti-tomato team! Come to immerse yourself in the thrill of competition and make your opinions on tomatoes known!",Social,2,Psi Upsilon,"Wed, Feb 1, 2023",7 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998724
Book Harvest BookMark Event,Book Harvest BookMark Event,Social,2,Duke PorColombia,"Tue, Jan 31, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1991988
Nic School Energy Club Social,Social gathering with the Nic School Energy Community.,Social,2,Nicholas School Energy Club,"Tue, Jan 31, 2023",7:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2002626
The Ciceronian Society: GBM Dinner,The Ciceronian Society will host its first GBM of the semester with dinner provided from Brodhead Center.Food Provided (TBD),Social,2,The Ciceronian Society,"Tue, Jan 31, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1965011
Trangout Game Night,"Join other trans, nonbinary, and gender nonconforming students to play on the CSGD Switch!If you require any accomodations for this event, please contact us at least one week in advance at: 919-684-6607 or csgd@studentaffairs.duke.edu.",Social,2,Center for Sexual and Gender Diversity,"Tue, Jan 31, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2004267
Duke DISCussions,Stop by the BC plaza and say hello!  We'll be hosting weekly office hours from 12-1 each Tuesday on the Bryan Center plaza for students to interact with the DISC team.,Social,2,Duke International Student Center,"Tue, Jan 31, 2023",12 PM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956032
Duke HAND Meeting,"In this meeting, we'll have a fun event planned (will post more info on our Instagram!)",Social,2,Duke Helping Hands for Alzheimers and other Neurological Disorders,"Mon, Jan 30, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1973377
Mario Party (w/ pizza!),"Psi Upsilon is hosting a Mario themed game night! We'll be playing Mario Party, Mario Kart, and other Mario themed games. Pizza will be provided, and Mario-related costumes or red/green attire are encouraged!Food Provided (Pizza (cheese))",Social,2,Psi Upsilon,"Mon, Jan 30, 2023",7 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998700
Spanish Conversation Club,Join us weekly for our Spanish Conversation Club in the Duke International Student Center!  Speakers of all levels are welcome,Social,2,Duke International Student Center,"Mon, Jan 30, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1984315
Duke aKDPhi Rush Spring 23 - Interview,We will be hosting a free brunch at the Nasher as part of our new member recruitment.,Social,2,alpha Kappa Delta Phi,"Mon, Jan 30, 2023 6:00 PM –","Tue, Jan 31, 2023 12:00 PM EST (GMT-5)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2008173
English Conversation Club,"English Conversation Club returns to DISC on Monday, January 23rd for its weekly sessions!┬á We look forward to seeing you there.┬á The Duke International Student Center is located on the second floor of Bay 5 in Smith Warehouse.┬á It's easiest to find us by entering through the Bay 4 or 6 doors on Maxwell Ave. Paid parking is available on the corner of S. Buchanan/Maxwell and there is free city parking in the vicinity.",Social,2,Duke International Student Center,"Mon, Jan 30, 2023",5:30 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1983998
Paws For a Cause,Members of the alpha Kappa Delta Phi sorority will be hosting a service event as part of the new member recruitment where participants will be making toys for shelter animals.,Social,2,alpha Kappa Delta Phi,"Sun, Jan 29, 2023",2 PM – 3 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956500
Sporting Clays Event,Duke Hunting & Conservation Club is sponsoring a trip to Deep River Sporting Clays & Shooting School!,Social,2,Duke Hunting & Conservation Club,"Sun, Jan 29, 2023",1 PM – 5 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1950798
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Jan 29, 2023",12:30 PM – 5:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649110
Total Body Workout at TITLE Boxing Club Cary,"Boxing Fitness: ""Through a thoughtful progression of warm-up drills, shadowboxing, HIIT exercises, rounds on the heavy bag, and strength training, our signature Boxing class is geared to give you a full body workout.""",Social,2,Graduate and Professional Student Government,"Sun, Jan 29, 2023",11:30 AM – 12:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1997051
Weekly Sunday Bagel Brunch with Jewish Life at Duke,"Join Jewish Life at Duke for a weekly Sunday morning bagel brunch! Every Sunday from 11am-1pm, join us at the Freeman Center for Jewish Life for coffee, bagels, and casual time to hang out and meet new friends. Find us in the upstairs lobby area or downstairs patio depending on the weather. Feel free to stay after to study in our lounge, library, classroom, or lobby. Whether you've ever been to a Jewish Life at Duke event or not, all are welcome!No registration required, drop by anytime between 11am-1pm.Food Provided",Social,2,Jewish Life at Duke,"Sun, Jan 29, 2023",11 AM – 1 PM EST (GMT-5),The Freeman Center for Jewish Life,https://dukegroups.com/events/rsvp?id=1757308
The Human Spotify | Acoustic Karaoke,"JOHN RUSH is ""The Human Spotify"", because he has over 85 hours of music in his head!! You could see 42 2-hour shows and never hear a song twice!! He has 2 GIANT request books. Anything from current songs to favorite songs you grew up with!! Students pick songs they want to hear and write them on little post-it notes, then stick them all over the stage. This lets the audience get involved and also makes sure he plays songs they want to hear!!ACOUSTIC KARAOKE is fast becoming the must-have event on campus!! Students get to sing and have a great time!! Are you a confident singer? Or are you little shy? Either way it's ok because John is performing the song while you sing with him. It's like Live Band Karaoke, but better!! It's tons of fun and really gets the students involved because it lets them become the show!!",Social,2,Devils After Dark,"Sat, Jan 28, 2023",8 PM – 10 PM EST (GMT-5),White Lecture Hall,https://dukegroups.com/events/rsvp?id=1937811
TASA LNY Celebration,"Join TASA in celebrating Lunar New Year on Saturday, January 28th @ McClendon Tower Level 5! We will have traditional foods like Zongzi and Tangyuan for all that come. Sign-ups are done through TASA's listserv! If you have trouble adding yourself in, contact es370@duke.eduFood Provided (We will provide pre-made Zongzi which are ""sticky dumplings"" and Tangyuan which is a rice ball dessert.)",Social,2,Taiwanese American Student Association,"Sat, Jan 28, 2023",7 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1992562
Walk in the Gardens (w/ hot cocoa and (non-alcoholic) hot apple cider!),Take a break from studying and join us on a calming walk around the Duke Gardens with us while sipping hot cocoa or hot apple cider! We'll meet in Craven R/S and then walk over to the gardens together.Food Provided (Hot cocoa and non-alcoholic hot apple cider),Social,2,Psi Upsilon,"Sat, Jan 28, 2023",1 PM – 3 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998643
aKDPhi Spring 23 Rush - Nasher Brunch,We will be hosting a brunch at Nasher,Social,2,alpha Kappa Delta Phi,"Sat, Jan 28, 2023",12 PM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1998744
Indoor Cycling Class at Sweat Lab,"Have a New Year's Resolution you're getting started on? Me too. Maybe this private cycling class at the Sweat Lab in Durham will help get things going! The class includes mimosas afterwards, a place to fill your water bottles, towels, and clip in cycling shoes. If you already own a pair, you are welcome to bring them. (Their bikes pedals are compatible with SPD and Delta clips.)""THE SWEAT LAB delivers sweaty, challenging and innovative classes for all levels. From indoor cycling to toning, including barre, yoga and sculpt. Our passionate instructors offer uniquely planned, beat driven classes paired with curated playlists designed to motivate and inspire.This is your space to let go, achieve your goals, and engage. Unleash your physical and mental strengths – see results in the studio and out in your world. After all, who's more amazing than you? No one.""",Social,2,Graduate and Professional Student Government,"Sat, Jan 28, 2023",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1927550
Climate Crisis Committee Social,Meeting in person for GPSG's Climate Crisis Committee members.Food Provided (Juju Durham),Social,2,Graduate and Professional Student Government,"Fri, Jan 27, 2023",5:45 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1985078
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Jan 27, 2023",5 PM – 6:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827459
Color by Number Kickback,Come color by number and eat dessert!Food Provided,Social,2,Center for Sexual and Gender Diversity,"Fri, Jan 27, 2023",4 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1972969
Grad/Prof Spring Resource Fair,"Hosted by Grad Prof Student Services, join for information on various Duke resources and connect with various offices, departments, and student organizations. Participating Offices Include:""Ask Me"" Allergen Awareness ProgramAlumni Engagement & DevelopmentCenter for Multicultural AffairsCenter for Muslim LifeCenter for Sexual and Gender DiversityThe Congregation at Duke ChapelCommunity Food PantryCounseling and Psychological Services (CAPS)Disability Culture CenterDuke Civic EngagementDuke International Student Center (DISC)Duke Recreation & Physical EducationDuke Student HealthDuke Student Health - ImmunizationsDuke Student Health - InsuranceDuke Student Health - NutritionDuke University Career CenterDuke University LibrariesDuke University Police DepartmentDukeGroupsDukeReachDuWellGender Violence Prevention and InterventionGraduate Professional Student Government (GPSG) & select affiliated student organizationsGraduate and Professional Student ServicesHousing and Residence LifeInnovation Co-LabJewish Life at DukeMary Lou Williams Center for Black CultureOff Campus and Community HousingOffice of Personal Loans and FinanceOffice of Student VeteransParking & TransportationStudent Disability Access OfficeThe Chronicle & Near DukeWomen's Center",Social,2,Graduate and Professional Student Services,"Fri, Jan 27, 2023",1 PM – 4 PM EST (GMT-5),Penn Pavilion,https://dukegroups.com/events/rsvp?id=1946007
Student Organization Advisors Lunch,"Join us for networking, problem-solving, community building, and lunch! Student organization advisors are invited to gather together to discuss advisor resources and support, as well as what's going on in your organizations. Lunch from Happy + Hale will be provided. Please RSVP on DukeGroups so we can order an appropriate amount of food. Hope to see you there!",Social,2,Student Involvement & Leadership,"Fri, Jan 27, 2023",12 PM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1954008
Noche de Canto,"Doesn't matter if you've never sung before or not, let's hear that beautiful voice at Mi Gente's January GBM to start off the year!",Social,2,Mi Gente,"Thu, Jan 26, 2023",8 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1973115
Cube Challenge,Cube meeting,Social,2,The Cube,"Thu, Jan 26, 2023",8 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1995449
Info Session 2,Members of the alpha Kappa Delta Phi sorority will be hosting an info session for new member recruitment.,Social,2,alpha Kappa Delta Phi,"Thu, Jan 26, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956497
International Spouses Cooking Club,"Greetings from the Duke International Student Center!Duke International Student Center is hosting a ""Cooking Club Event"".Venue: Duke International Student Center, Bay 5, Smith warehouse [Second Floor]Held on all Thursdays, 11:00am - 1:00pm [Except on University Holidays]All International spouses, as well as, students, are wholeheartedly welcome to participate in the cooking club.Please contact us if you have any additional questions at intlstudents@duke.eduSincerely,Duke International Student Center Staff",Social,2,Duke International Student Center,"Thu, Jan 26, 2023",11 AM – 1 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1989827
STEMixer,Having trouble connecting with your fellow STEM students? Feeling lost navigating this primarily male-dominated field? Join the Women's Center for our STEMixer and chat with professors and faculty in your STEM field and learn about their strategies for success. Learn about advancing gender equity in the field and paving your own path to career and personal success. Some questions to ask your professors (and potential future colleagues!): What takes you out of your comfort zone? How can I make the most of my college experience? What's it like being a woman in your field? What do would equity look like in your field? Register at https://bit.ly/STEMixer23 or use the DukeGroups link!Food Provided,Social,2,Women's Center,"Wed, Jan 25, 2023",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1662503
Keohane Market,Come out and pick up some fresh fruits and veggies! This month we will be setting some goals for the semester and learning about how a balanced diet will help support our efforts!,Social,2,Housing & Residence Life,"Wed, Jan 25, 2023",5:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1970263
NQN Breakfast,Breakfast at the Nicholas School for our Members to get together and destress from midtermsFood Provided (Bagels and Coffee),Social,2,Nicholas Queer Network,"Wed, Jan 25, 2023",9 AM – 11 AM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1889337
Women's Wellness Winter Book Club,Women's Wellness and Self Care Club will be reading Demon Copperhead by Barbra Kingsolver for a Winter Book Club. The book is a coming-of-age story about a young American boy growing up in rural Appalachian mountains.,Social,2,Graduate Women's Wellness and Self-Care,"Mon, Jan 23, 2023",7 PM – 8:30 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1923865
Spanish Conversation Club,Join us weekly for our Spanish Conversation Club in the Duke International Student Center!  Speakers of all levels are welcome,Social,2,Duke International Student Center,"Mon, Jan 23, 2023",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1984297
aKDPhi Spring 2023 Rush - Speed Dating,Members of the alpha Kappa Delta Phi sorority will be hosting a speed dating event.,Social,2,alpha Kappa Delta Phi,"Mon, Jan 23, 2023",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1956496
