title,details,type,type_id,host,date,time,location,link
Koru Meditation Class Starting October 27th | 12:00PM-1:15PM,"Join Koru Meditation to learn different skills to help you relax, focus on the present, and explore self-compassion, gratitude, etc. This class is open to all current Duke students (undergraduate, graduate, professional, scholar).Dates: October 27th, November 3rd, November 10th and November 17thTime: 12:00PM-1:15PMLocation: Student Wellness Center, Room 144",Workshop/Short Course,3,Student Wellness Center,"Fri, Oct 27, 2023",12 PM – 1:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2231248
DIFF Workshop,Come and learn about opportunities in film at Duke!,Workshop/Short Course,3,Duke Independent Film Festival,"Thu, Oct 26, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2229633
Ballet for all Bodies,"Ballet Barre For All Bodies re-imagines the dance class as a radically inclusive and supportive environment for a diverse range of movers. In the workshop, we will center the joy of dancing as we explore the traditional principles of ballet technique in a fun and affirming environment. Participants will have the opportunity to stretch, bend, balance, twirl, and soar while discovering the inner and outer strength and grace that ballet cultivates.A variety of modifications will be offered to adapt class combinations for a wide range of abilities. Movers of all levels, backgrounds, and identities are welcome and encouraged to join. Participants should wear comfortable clothes, bare feet, socks or flat dance shoes.DISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities.",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 26, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232837
Event Planning - Next Level Leadership,Want to make your event stand out from the masses on campus? Come learn from industry professionals who plan some of the largest events at Duke. This session will include strategies to set your team up for success and ways to upgrade your event from average to excellent.,Workshop/Short Course,3,Student Involvement & Leadership,"Thu, Oct 26, 2023",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236170
Asexuality 101 Training,"Asexuality 101 is an introductory workshop that allows students, staff, and faculty the opportunity to learn about identities on the asexual spectrum including but not limited to asexual, aromantic,  and demisexual identities. By attending this training, participants will understand what asexuality means and how to create spaces of welcome and inclusion for asexual and aromantic communities.Register here: https://duke.qualtrics.com/jfe/form/SV_eRKpvpMfrwAjAnY",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Thu, Oct 26, 2023",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2138561
DUST Weekly Workshop,"Weekly stand-up comedy meetings where members can practice their material, watch stand-up comedy clips, and provide feedback on each other's material.",Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 25, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2163193
Dance Artistry,"Sade M Jones is an award winning dancer, actress, choreographer and movement director.",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 25, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232832
DQF Bootcamp,Bootcamp for new members,Workshop/Short Course,3,Duke Quantitative Trading,"Tue, Oct 24, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2248509
Screen-printing,"In this workshop, participants will learn the basics of putting images on screens with photo emulsion, ink mixing, and how to effectively use a squeegee to put ink through the screen and print an image. Everyone will get many chances to print, and at the end of the event you'll have a deluxe, one-of-a-kind, 2-color poster to take home!",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 24, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232829
How to Build Belonging and Why It Matters - Next Level Leadership,"We talk about belonging a lot a Duke, but what does it actually mean and why does it matter to your organization? In this session, we'll cover why belonging matters to the success of your organization and how to build it for your members!",Workshop/Short Course,3,Student Involvement & Leadership,"Tue, Oct 24, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2238691
Intro to Excel: Duke Consulting Club,"Hosted by Duke Consulting Club, mandatory for DCC Community Consulting members and open to all those on the DCC listserv. This will be an introduction to excel, as applicable to consulting!",Workshop/Short Course,3,Duke Consulting Club,"Sun, Oct 22, 2023",2:30 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232678
Dance Class at Emily K Center,Dance class hosted at Emily K Center.  Duke Dance Expressions teaches dance classes to underprivileged children across Durham.,Workshop/Short Course,3,Duke Dance Expressions,"Fri, Oct 20, 2023",4 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2199405
Duke Mock Trial Practice/Scrimmages,Last practice before first tournament of the year. Open to all members and any spectators.,Workshop/Short Course,3,Duke Mock Trial,"Thu, Oct 19, 2023",7:30 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2240524
Navigating Confrontation And Effective Feedback - Next Level Leadership,"When in spaces with peers, it may be a challenge for students to provide one another feedback. But you don't have to avoid it! In this session, we will discuss some best practices on how to effectively navigate conflict, hold your peers accountable, and provide valuable feedback to one another so you can all work together to be your best.",Workshop/Short Course,3,Student Involvement & Leadership,"Thu, Oct 19, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236149
The Art of Noticing: Field Notes in Nature,"In this workshop, participants will explore the beauty of the plants, bugs, and surroundings of the Duke Gardens, and learn to document their observations in words and sketches. Whether you are a budding bird or bug watcher, seasoned nature lover, or have never given a thought to keeping a nature journal, The Art of Noticing workshop will help you hone skills to become a careful observer to the natural world.  Workshop leaders will guide you through a hands on experience in both plein air sketching and nature journaling, and hopefully set you off on a journey to a new way of noticing the world around you beyond the Duke Campus Farm. All attendees will receive a field note book to use and take home.*This will be a community workshop open to all. Non-Duke users, please email anna.wallace@duke.edu to reserve a place in the class. Walk-ins are also welcome.",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 19, 2023",4:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232826
Catalyst Strengths Profile Debrief,"Strengths Profile is a short assessment tool that provides students with language to better understand their strengths. During the debrief, facilitators break down how the total 60 strengths are weighed based on Performance, Energy, and Use resulting in 7 Realized Strengths, 7 Unrealized Strengths, 4 Learned Behaviors, and 3 Weaknesses. Students then participate in 2-3 Strengths Activities that encourage storytelling and reflection individually and with peers.",Workshop/Short Course,3,Career Center,"Thu, Oct 19, 2023",2:30 PM – 3:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2230340
Masters Job Search Group Advising,"Masters students in the Graduate School, the Divinity School, and the Medicine School's Biostatistics program are invited to join the Duke Career Center for a four-week in-person series (October 19 - November 9) dedicated to job searching facilitated by career services professional staff! This interdisciplinary group is designed to be exploratory and for those actively searching for a job or internship this academic year. The goal is to create a supportive community in which students can develop skills and strategies, find and utilize resources, and build connections.  More details and registration in Handshake!",Workshop/Short Course,3,Career Center,"Thu, Oct 19, 2023 1:00 PM –","Thu, Nov 9, 2023 1:00 PM EDT (GMT-4)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2228458
Doctoral Career Exploration Group,"If you're exploring career options available to you after completing your doctoral degree at Duke, join the Duke Career Center for a four-week in-person series dedicated to career exploration led by career advisors. For maximum benefit, participants should commit to the entire series on Thursdays from October 19th - November 9th. This group relies upon active participation, discussion, and content engagement. In this group setting, you will learn how to:• Connect your skills, interests, and values to a wide range of occupations• Use a strategic approach to career exploration and research• Make informed career decisions• Effectively connect with Duke alumni and other professionals• Build a strong career community to last a lifetimeThis series is intended to be exploratory and most appropriate for doctoral students who plan to graduate in December 2024 or later. This group is open to students enrolled in doctoral programs of The Graduate School, and the Divinity School.",Workshop/Short Course,3,Career Center,"Thu, Oct 19, 2023 1:00 PM –","Thu, Nov 9, 2023 2:00 PM EDT (GMT-4)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2228475
We Don't Talk About That Here: Approaching (Religious) Diversity On Campus,"What should I say to my friend during Ramadan? Why can't one of our organization members meet on Saturday mornings? Why is one of our council members fasting during this time? How is our yoga class connected to Hinduism? If you have ever had these questions or others like it, this conversation is for you.  This will be a guided conversation on how to acknowledge and respect the various cultural and religious perspectives and practices of the members of your organization and the larger Duke community.",Workshop/Short Course,3,Duke Chapel,"Thu, Oct 19, 2023",12:15 PM – 1:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2156494
DUST Weekly Workshop,"Weekly stand-up comedy meetings where members can practice their material, watch stand-up comedy clips, and provide feedback on each other's material.",Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 18, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2163192
Encaustic,Learn how to create vibrant collage artwork using melted beeswax  as your glue!In this class participants will learn the basics of Encaustic art and then create their own unique encaustic collage on wood.,Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 18, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232825
Lunch and Learn Workshop: Body Positivity vs. Body Neutrality,"Join the Duke Women's Center every third Wednesday of the month for a free lunch workshop about topics from wellness and accessibility, to creativity and self-love! October's topic: Body Positivity vs. Body Neutrality and other tips for improving your self image! Join us and experts from Campus Rec and Nutrition Services to learn more about the care and keeping of your body.Food Provided (Thrive Kitchen Catering)",Workshop/Short Course,3,Women's Center,"Wed, Oct 18, 2023",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2233377
Duke Groups 101 - Next Level Leadership,"Learn how to use Duke Groups like a pro. The Duke Groups site is more than just events you might be missing out. Come learn about the free features of the platform such as website design, mass email, and running elections.",Workshop/Short Course,3,Student Involvement & Leadership,"Tue, Oct 17, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2238686
LeetCode Day,Come practice leetcode with Diversity++ and prepare for technical interviews!!,Workshop/Short Course,3,Diversity++,"Fri, Oct 13, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2230054
Machine Sewing/Pants,Intro to Sewing on a Machine- With a focus on Clothing Mending.  Bring a textile item that needs repair or gentle alterations like hemming and learn the basics of machine sewing.  Students will share machines and take turns mending items they bring from home.,Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 12, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232824
Recruitment and Retention - Next Level Leadership,"Want to know how to get members interested in your organization? Do you have lots of people sign up and want to motivate them to stay involved? In this session, we'll discuss how you can recruit and retain members in your student organization.",Workshop/Short Course,3,Student Involvement & Leadership,"Thu, Oct 12, 2023",3 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236144
PRIDE Foundational Training 3: On Allyship and Action,"This training provides concrete actions one can take to provide tangible support, engage in advocacy, and move towards greater social equity for individuals with marginalized sexual orientations, romantic orientations, gender identity, and gender expressions.",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Thu, Oct 12, 2023",12 PM – 1:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2135537
DUST Weekly Workshop,"Weekly stand-up comedy meetings where members can practice their material, watch stand-up comedy clips, and provide feedback on each other's material.",Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 11, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2163191
Potato Printing,"Learn the fun and easy art of potato printing! Using the humble potato (yes, you read that right :)) you will design and carve your own stamps. Each student will be able to make a canvas tote, as well as print on paper to use as cards, wrapping paper, wall art, or whatever you desire.",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 11, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232823
Goal Setting - Next Level Leadership,"Set your organization up for success by setting goals at the beginning of the year! In this session, we will discuss setting goals that help you achieve them, as well as how to work with your organization to create goals you all can get behind.",Workshop/Short Course,3,Student Involvement & Leadership,"Wed, Oct 11, 2023",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2236126
Get Cooking,"Get Cooking provides you with the hands-on foundation of knowledge and skills needed to be confident in cooking meals and entertaining on your own. In this course, you'll develop knowledge of culinary methods techniques and the basics of cooking. This course is a five-consecutive week class and will cover cooking topics including kitchen safety, knife skills, flavor profiling, meal composition, stocks, soup, and sauce making. You will also learn and use a variety of dry and moist-heat cooking methods with an emphasis on healthy approaches to preparing meals!",Workshop/Short Course,3,Dining,"Wed, Oct 11, 2023",5 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2212171
Embroidery on Photographs,"In this workshop, we'll practice using embroidery on paper to highlight the natural beauty of vintage photographs and create a new piece of art. You'll learn the basics of embroidery and how to use the practice on materials other than fabric. We'll have materials you can work with, or you can bring your own photos!",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 10, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232820
Energy Discussions,"The Energy Discussions are an engaging set of conversations led by the Duke Energy Club Exec Team, aimed at providing foundational knowledge on important energy topics. Through these talks, we hope to foster community among new members by getting to know one another, while simultaneously creating dialogue over the energy problems and solutions in the world today.",Workshop/Short Course,3,Duke Energy Club,"Mon, Oct 9, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2172167
Consulting 101: DCC Community Consulting,"Duke Consulting Club Community Consulting program workshop on basics of consulting. Mandatory for all Community Consulting members, open to all students on the Duke Consulting Club listserv. Will outline recruiting timelines and general process.",Workshop/Short Course,3,Duke Consulting Club,"Sun, Oct 8, 2023",2:30 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2232408
Collage Zines - DuWell Series,"Zines are self-published print materials made in small batches, usually assembled by hand and reproduced with a copier. They are an easy, affordable way to express ideas and share creative work with your community and the world at large. In this series, we will be focused on creating collage-style zines with a theme of ""mindfulness."" Each participant will choose a mindfulness-related term (reflection, intention, meditation, etc.) and build a zine focused on these ideas of self-betterment.",Workshop/Short Course,3,Duke Arts Create,"Fri, Oct 6, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223314
Dance Class at Emily K Center,Dance class hosted at Emily K Center.  Duke Dance Expressions teaches dance classes to underprivileged children across Durham.,Workshop/Short Course,3,Duke Dance Expressions,"Fri, Oct 6, 2023",4 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2199404
A2i Job Search Series: Navigating the International Job Search,"In this workshop, we will have a conversation facilitated by Hal Matthews, the Associate Director of Global Careers at Duke Career Center, to explore job search specifically for international students in the US, and also explore international job opportunities. Hal will share information and resources about job search strategy, visas, and global opportunities with time for Q&A.",Workshop/Short Course,3,Career Center,"Fri, Oct 6, 2023",3 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2228470
Co-Lab First Friday! Papel Picado with Laser Cutters,"Join us for the first Friday of the month, every month, for  our special come-as-you-please workshop at the TEC, no signup required! For October, we will be making papel picado with laser cutters.",Workshop/Short Course,3,Innovation Co-Lab,"Fri, Oct 6, 2023",1:15 PM – 4:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2203744
Performer Wellness: Muscle Release Exercises and Massage Techniques,"Looking for some calm in the storm? An hour away to take care of yourself? Join Courtney Liu (Duke alum, professional dancer, yoga instructor) for an hour of muscle release, massage techniques, and relaxation. By releasing the tension we carry in our bodies, we support our vitality, improve our mental/physical performance, and cultivate an inner sen├Ñse of peace and contentment. Techniques will focus on the feet, calves, hamstrings, hips, hip flexors, shoulders, neck, and more. Treat yourself to an evening of compassion and care for your body. You'll leave feeling refreshed and ready to take on the world again.+",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 5, 2023",6 PM – 7:15 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223313
DUST Weekly Workshop,"Weekly stand-up comedy meetings where members can practice their material, watch stand-up comedy clips, and provide feedback on each other's material.",Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 4, 2023",7 PM – 8 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2163187
Mandala,"Mandalas are known to be very therapeutic in nature. The process of making a mandala is considered to be art meditation and has very calming effects. Join us for a session to unwind and relax with this therapeutic artform. You will be making ornate designs with intricate patterns that will come to life with vibrant colors. For any queries/questions about the artform, feel free to email Anvita at anvita.kulshrestha@duke.edu.",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 4, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223309
Pronoun Primer Training,"In this session, the Center for Sexual and Gender Diversity will a) provide an overview of gender pronouns, b) discuss their importance in creating inclusive spaces for transgender and non-binary students, and c) provide an overview of trans-inclusive pedagogical practices for implementing pronouns in and out of the classroom. Registration preferred, but feel free to drop in.Register here: https://duke.qualtrics.com/jfe/form/SV_eRKpvpMfrwAjAnY",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Wed, Oct 4, 2023",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2138555
"Pumpkin Spice, I'm Tired of Being Nice: Assertive Communication Techniques for the Conflict Avoidant","Do you prefer to stay quiet because you fear confrontation? Constantly over commit your time and energy with the quick yes? Want to improve your communication skills? This session is for you!More information about the Managing Conflict with Confidence Series:The Office of the Ombuds is hosting a monthly community discussion series to enhance conflict competencies and promote a conflict wellness culture during the 2023-2024 academic year. The Managing Conflict with Confidence Series will be held the first Wednesday of the month from 1:00 -2:00 PM and is open to all Duke community members, students, staff, and faculty alike. Grab an afternoon snack and join the Zoom session from the comfort of your dorm room, home, or office. Let's connect as a community, learn to engage with conflict constructively, and grow our conflict repertoire.",Workshop/Short Course,3,Office of the Ombuds,"Wed, Oct 4, 2023",1 PM – 2 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=2138687
Energy Discussions,"The Energy Discussions are an engaging set of conversations led by the Duke Energy Club Exec Team, aimed at providing foundational knowledge on important energy topics. Through these talks, we hope to foster community among new members by getting to know one another, while simultaneously creating dialogue over the energy problems and solutions in the world today.",Workshop/Short Course,3,Duke Energy Club,"Tue, Oct 3, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2172166
Screen-printing,"In this workshop, participants will learn the basics of putting images on screens with photo emulsion, ink mixing, and how to effectively use a squeegee to put ink through the screen and print an image. Everyone will get many chances to print, and at the end of the event you'll have a deluxe, one-of-a-kind, 2-color poster to take home!",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 3, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2223308
Sophomore Clark Scholars Workshop,Facilitation meeting with the Clark Scholars,Workshop/Short Course,3,Student Involvement & Leadership,"Mon, Oct 2, 2023",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2221360
Day of the Dead Series: BrickCity Urban Skulls,In this workshop we will make skulls that are more cultural to growing up in an urban setting where 3-5 apartment buildings and projects made of bricks is the atmosphere of learning how to navigate and grow in a community that is moving in a fast pace.,Workshop/Short Course,3,Duke Arts Create,"Mon, Oct 2, 2023",6 PM – 8 PM EDT (GMT-4),Rubenstein Arts Center 235,https://dukegroups.com/events/rsvp?id=2223307
Dance Class at Emily K Center,Dance class hosted at Emily K Center.  Duke Dance Expressions teaches dance classes to underprivileged children across Durham.,Workshop/Short Course,3,Duke Dance Expressions,"Fri, Sep 29, 2023",4 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2199403
Ballet for all Bodies,"Ballet Barre For All Bodies re-imagines the dance class as a radically inclusive and supportive environment for a diverse range of movers. In the workshop, we will center the joy of dancing as we explore the traditional principles of ballet technique in a fun and affirming environment. Participants will have the opportunity to stretch, bend, balance, twirl, and soar while discovering the inner and outer strength and grace that ballet cultivates.A variety of modifications will be offered to adapt class combinations for a wide range of abilities. Movers of all levels, backgrounds, and identities are welcome and encouraged to join. Participants should wear comfortable clothes, bare feet, socks or flat dance shoes.DISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities.",Workshop/Short Course,3,Duke Arts Create,"Thu, Sep 28, 2023",6 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2198704
GBM: Let's Write!,"Welcome to DSV's first GBM of the year! Join us to discuss upcoming events, leadership, and a collaborative workshop.",Workshop/Short Course,3,Spoken Verb,"Thu, Sep 28, 2023",6 PM – 7 PM EDT (GMT-4),Broadhead Meeting Room 241,https://dukegroups.com/events/rsvp?id=2222057
DUST Weekly Workshop,"Weekly stand-up comedy meetings where members can practice their material, watch stand-up comedy clips, and provide feedback on each other's material.",Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Sep 27, 2023",7 PM – 8 PM EDT (GMT-4),Social Sciences 139,https://dukegroups.com/events/rsvp?id=2140777
Graduate Campout Social Host Workshop,"*This event is for graduate students for campout**Social Hosts are members of the Duke community that are required to be present at all on-campus events where alcohol is present. Social Hosts are sober, active bystanders that assist in promoting safe, social behaviors to ensure that the event ends well for all those attending.What will this workshop cover?Your role as a Social Host.How you can promote safe, social behaviors.How your organization can host a safe and successful event.The risks associated with alcohol and other substance use.Skills to address potentially dangerous and questionable behavior among your guests.Resources that can help support your group.Hands-only CPR & controlled bleeding.Social Host RequirementsAs a Social Host, you must remain sober before and during your shift.For all events involving alcohol there must be one (1) Social Host for every 25 expected attendees.The name(s) of each Social Host must be submitted via DukeGroups when registering your event involving alcohol.",Workshop/Short Course,3,Student Wellness Center,"Wed, Sep 27, 2023",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2169739
POETRY IN MUSIC,"Presented in Partnership with DukeCreate & DuWellInstructor: VaChikepe: The PoetAbout the WorkshopIn this workshop, students will be introduced to Leonard Dembo through his song, ""Munovenga Mudzimai Wangu"", which translates to ""You Don't Like My Wife"". According to The Herald, documenting the growth of music in Zimbabwe without mentioning Leonard Dembo would be incomplete. Dembo, who passed away on April 9, 1996, at the age of 37, was one of the greatest musicians to emerge from the country. His music addressed societal issues, including love, unity, and peace. Dembo is arguably the best musician to grace the Zimbabwean music scene. Listening to the depth of the above-mentioned song, I asked myself a question, ""Was Leonard Dembo a poet?"" Students will have the opportunity to listen to Dembo's song and extract abstract thoughts from it. They will also be provided with a translated version of the song and encouraged to create their own inspired written pieces. Students will then share their creations, and our guest poet will provide an interpretation of the song. This process aims to inspire students to discover poetry within music and all aspects of life, as a means to tap into the profound love that resides within us.",Workshop/Short Course,3,Duke Arts Create,"Wed, Sep 27, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2198703
Koru Meditation Class Starting September 27th | 3:00PM-4:15PM,"Join Koru Meditation to learn different skills to help you relax, focus on the present, and explore self-compassion, gratitude, etc. This class is open to all current Duke students (undergraduate, graduate, professional, scholar).Dates: September 27th, October 4th, October 11th and October 18thTime: 3:00PM-4:15PMLocation: Student Wellness Center, Room 144",Workshop/Short Course,3,Student Wellness Center,"Wed, Sep 27, 2023",3 PM – 4:15 PM EDT (GMT-4),"Student Wellness Center, Room 144",https://dukegroups.com/events/rsvp?id=2211180
PRIDE Foundational Training 2: On Privilege and Oppression,"This training further explores systems of privilege and oppression and how they support and uphold allosexism, cissexism, and heterosexism alongside other systems that benefit some at the expense of others. Registration preferred, but drop ins welcome.",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Wed, Sep 27, 2023",12 PM – 1:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=2135531
Energy Discussions,"The Energy Discussions are an engaging set of conversations led by the Duke Energy Club Exec Team, aimed at providing foundational knowledge on important energy topics. Through these talks, we hope to foster community among new members by getting to know one another, while simultaneously creating dialogue over the energy problems and solutions in the world today.",Workshop/Short Course,3,Duke Energy Club,"Tue, Sep 26, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2172165
SoulFull Somatics,"SoulFULL SomaticsMind over matter, right? Wrong! Our society has conditioned us to see the mind as more of a dictator over the body. But, the body can restructure and restore the mind. It is by the ""doing"" that we experience deep transformation.In this session we approach mindfulness from a body-centered perspective. Sade offers her expert knowledge in somatics supported by elements of dance, yoga, and psychology to explore our body's own intelligence. The process brings to light new ways to view self, others, and situations. All coming from a soulful backdrop of carefully curated music.Her Movement Signature Technique teaches us how the body holds your essence, how it is dynamic, and how you can recalibrate it. Leave with foundational somatic practices + easy to apply info.More than a workshop -- it is an experience!",Workshop/Short Course,3,Duke Arts Create,"Tue, Sep 26, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2198702
Day of the Dead Series: Traditions and Techniques,"This class introduces the student to the tradition of Dia de Muertos.  Spanning over 3500 years, the class illuminates the major shifts in the development of this tradition and how it came to be what it is today.Class will address how to construct an ofrenda, and teach the student how to produce paper cempaxochitl (marigolds) and papel picado ( cut paper).",Workshop/Short Course,3,Duke Arts Create,"Mon, Sep 25, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2202744
NCS Sophomore & Junior Information Session,"The Nationally Competitive Scholarships (NCS) Team, will be presenting an overview of the opportunities available to sophomores and juniors. Learn how to work with our office to apply for awards that further your academic goals.",Workshop/Short Course,3,Office of University Scholars and Fellows,"Mon, Sep 25, 2023",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2218176
Belay Workshop,"Our Belay Workshops provide a comprehensive introduction to rock climbing. You will learn about the basic climbing concepts and practices including equipment, rope handling, knots, and proper belay technique. Upon completion of the course, you will be able to take our Belay Check in order to receive a Belay Pass at our facility, allowing you to belay anytime the facility is open!",Workshop/Short Course,3,Duke Rec & PE,"Sun, Sep 24, 2023",4 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2207749
Data Analyst Training,WorkshopFood Provided,Workshop/Short Course,3,Duke Impact Investing Group,"Sun, Sep 24, 2023",4 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2211303
